IndicatorCode,IndicatorName,Language,Category
GOE_Q136,Lack of evidence over cost-effectiveness,EN,GOE
SA_0000001464_ARCHIVED,"Cautions and arrests for drink-driving, per 100,000 population",EN,SA
SA_0000001463_ARCHIVED,"Alcoholic psychosis, incidence, per 100,000",EN,SA
SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",EN,SA
SA_0000001465,"Hospital discharges, alcohol-related injuries and poisoning, per 100,000",EN,SA
R_afford_price_dispersion,Tobacco tax structure: Price dispersion: Share of cheapest brand price in premium brand price (%) (the higher the % the smaller the gap),EN,R
GOE_Q158,Lack of demand by health professionals and patients,EN,GOE
GOE_Q161,Lack of national or international standards for interoperability of EHR,EN,GOE
GOE_Q168,"To define medical jurisdiction, liability or reimbursement of eHealth services such as telehealth",EN,GOE
GOE_Q169,"To address patient safety and quality of care based on data quality, data transmission standards, or clinical competency criteria",EN,GOE
R_afford_tax_auto_adjust,Tobacco tax structure: Specific tax component automatically adjusted for inflation (or other),EN,R
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),EN,GHED
GOE_Q001,National universal health coverage strategy,EN,GOE
GOE_Q003,National eHealth strategy,EN,GOE
GOE_Q006,National  health information system (HIS) policy or strategy,EN,GOE
ODA_3,"Donor disbursements (Million, constant 2009 US$)",EN,ODA
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",EN,ODA
ORGANLIVERNUM,Liver transplants (absolute number),EN,ORGANLIVERNUM
ORGANTOTALRATE,Total organs transplanted (per million),EN,ORGANTOTALRATE
overwgt5,Overweight prevalence in children aged <five years (%),EN,overwgt5
P_Group,Protecting people from tobacco smoke,EN,P
P1_compliance,Compliance of ban on smoking in HEALTH-CARE FACILITIES,EN,P1
P12_fines_establishment,National smoking ban: FINES ON THE ESTABLISHMENT,EN,P12
P14_funds_for_enforce,National smoking ban: DEDICATED FUNDS FOR ENFORCEMENT,EN,P14
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",EN,SA
SA_0000001410,"Abstainers (15-19 years), lifetime (%)",EN,SA
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",EN,SA
SA_0000001412,"Abstainers (15-19 years), past 12 months (%)",EN,SA
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%), age-standardized",EN,SA
SA_0000001469,"Treatment admissions (inpatient), alcoholic psychosis, per 100,000",EN,SA
SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",EN,SA
SA_0000001471,Alcohol-related road traffic crashes (% of all traffic crashes),EN,SA
SA_0000001471_ARCHIVED,Alcohol-related road traffic crashes (% of all traffic crashes),EN,SA
SA_0000001473,"Alcohol-related disease mortality, per 100,000 (15+ years)",EN,SA
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,EN,SA
P3_compliance,Compliance of ban on smoking in UNIVERSITIES,EN,P3
P3_universities,National smoking ban in UNIVERSITIES,EN,P3
P6_compliance,Compliance of ban on smoking in RESTAURANTS,EN,P6
R_excise_specific_reliance,Tax structure: Greater reliance on specific tax in mixed excise regime,EN,R
R_excise_type,Tax structure: Type of excise tax applied,EN,R
R_excise_uniform_varied,Tax structure: Uniform excise tax,EN,R
R_Price_premium_estimate,Premium brand of cigarettes - price in currency reported,EN,R
GOE_Q172,Which governs the sharing of digital data between health professionals in other health services in the same country through the use of an EHR,EN,GOE
SA_0000001466,"Hospital discharges, alcoholic liver disease, per 100,000",EN,SA
SA_0000001468,"Treatment admissions (inpatient), alcohol dependence, per 100,000",EN,SA
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,EN,SA
SA_0000001474_ARCHIVED,Alcoholic excise tax revenue as a per cent of government revenue,EN,SA
SA_0000001475_ARCHIVED,Annual revenues from alcohol excise tax in millions US$,EN,SA
SA_0000001477_ARCHIVED,Social costs of alcohol use in millions US$,EN,SA
SA_0000001472,"Alcohol-related injury mortality, per 1,000",EN,SA
R_Price_mp_estimate,Most sold brand of cigarettes - price in currency reported,EN,R
R_Price_premium_usd,Premium brand of cigarettes - price in US$ at official exchange rates,EN,R
SA_0000001476,Alcohol expenditure as a per cent of total household expenditure,EN,SA
SA_0000001476_ARCHIVED,Alcohol expenditure as a per cent of total household expenditure,EN,SA
SA_0000001502,Adopted written national policy on alcohol,EN,SA
SA_0000001504,Alcohol use is banned,EN,SA
SA_0000001506,National legislation to prevent illegal alcohol,EN,SA
SA_0000001507,Advertising restrictions on national television,EN,SA
SA_0000001507_ARCHIVED,Advertising restrictions on national television,EN,SA
R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise,EN,R
R_total_tax_average,Average - taxes as a % of cigarette price - total tax,EN,R
R_total_tax_estimate,Most sold brand of cigarettes - taxes as a % of price - total tax,EN,R
R_VAT_average,Average - taxes as a % of cigarette price - value added tax,EN,R
RADON_Q302,National radon concentration levels,EN,RADON
RADON_Q303,Existence of national radon database,EN,RADON
GOE_Q153,Lack of capacity,EN,GOE
RADON_Q405,Radon in national drinking-water regulations,EN,RADON
RADON_Q501,Existence of national reference level for dwellings and buildings with high public occupancy,EN,RADON
RADON_Q502,Existence of national reference level for buildings with high public occupancy,EN,RADON
RADON_Q602,Radon concentration measurements for new buildings,EN,RADON
RADON_Q703,Financial support provided for mitigation (existing dwellings),EN,RADON
SA_0000001509_ARCHIVED,Advertising restrictions on national radio,EN,SA
GOE_Q144,Country has national EHR,EN,GOE
GOE_Q146,Country has specific legislation governing the use of national EHR system,EN,GOE
GOE_Q154,Lack of infrastructure,EN,GOE
GOE_Q160,National strategy does not promote the adoption of EHR,EN,GOE
GOE_Q155,Lack of funding,EN,GOE
GOE_Q156,lack of evidence showing effectiveness of EHR,EN,GOE
GOE_Q157,Lack of evidence showing cost-effectiveness or EHR,EN,GOE
GOE_Q171,To protect the privacy of individuals' health-related  data held in electronic format as an EHR,EN,GOE
GOE_Q173,Which governs the sharing of digital data between health professionals  in health services in other countries through the use of an EHR,EN,GOE
GOE_Q175,Which allows individuals electronic access to their own health-related data when held in an EHR,EN,GOE
GOE_Q177,Which allows individuals to demand the deletion of health-related data from their EHR,EN,GOE
R_Sp_excise_estimate,Most sold brand of cigarettes - taxes as a % of price - specific excise,EN,R
RADON_Q201,Existence of any national radon activity,EN,RADON
RADON_Q301,Existence of national radon survey(s),EN,RADON
RADON_Q401,Existence of national radon action plan,EN,RADON
RADON_Q403,Radon in building regulations for new buildings,EN,RADON
RADON_Q702,Mandatory mitigation measures if legal value is exceeded (existing buildings),EN,RADON
P6_restaurants,National smoking ban in RESTAURANTS,EN,P6
P7_compliance,Compliance of ban on smoking in PUBS AND BARS,EN,P7
P8_pub_transp,National smoking ban in PUBLIC TRANSPORT,EN,P8
PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),EN,PCV3
GOE_Q008,Private funding for eHealth,EN,GOE
GOE_Q009,Donor/ non-public development funding for eHealth,EN,GOE
GOE_Q017,Government-supported health internet sites provide information in multiple languages,EN,GOE
GOE_Q028,mHealth programmes are sponsored by government,EN,GOE
GOE_Q178,Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice,EN,GOE
GOE_Q031,"Regulatory oversight of mobile apps for quality, safety and reliability",EN,GOE
GOE_Q047,Government-sponsored mHealth programmes are being evaluated,EN,GOE
GOE_Q065,Priorities,EN,GOE
GOE_Q103,eLearning is used in pre-service education to teach health sciences students,EN,GOE
GOE_Q104_1,Reducing cost of delivering content,EN,GOE
GOE_Q119_2,Improving access to content and experts,EN,GOE
SA_0000001477,Social costs of alcohol use in millions US$,EN,SA
SA_0000001503,Alcoholic beverage legally defined,EN,SA
SA_0000001504_ARCHIVED,Alcohol use is banned,EN,SA
SA_0000001509,Advertising restrictions on national radio,EN,SA
SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",EN,SA
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",EN,SA
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",EN,SA
SA_0000001510_ARCHIVED,Advertising restrictions on local radio,EN,SA
SA_0000001511_ARCHIVED,Advertising restrictions in print media,EN,SA
SA_0000001514,Advertising restrictions at point-of-sale,EN,SA
SA_0000001515,Advertising restrictions on the internet,EN,SA
SA_0000001516_ARCHIVED,Restrictions on product placement on national television,EN,SA
SA_0000001517,Restrictions on product placement on cable television,EN,SA
SA_0000001518,Age limits on-premise service,EN,SA
SA_0000001518_ARCHIVED,Age limits on-premise service,EN,SA
SA_0000001520,Legal blood alcohol concentration (BAC) limits,EN,SA
SA_0000001513,Advertising restrictions on billboards,EN,SA
SA_0000001514_ARCHIVED,Advertising restrictions at point-of-sale,EN,SA
SA_0000001520_ARCHIVED,Legal blood alcohol concentration (BAC) limits,EN,SA
SA_0000001521_ARCHIVED,Random breath testing (RBT) use,EN,SA
SA_0000001526_ARCHIVED,Off-premise sales restrictions on hours,EN,SA
SA_0000001527_ARCHIVED,Off-premise sales restrictions on places,EN,SA
RADON_Q704,Authorization/accreditation required for prevention/mitigation service providers,EN,RADON
RADON_Q705,Official standards/guidelines for prevention/mitigation,EN,RADON
RADON_Q706,Existence of training/education on prevention/mitigation,EN,RADON
SA_0000001511,Advertising restrictions in print media,EN,SA
SA_0000001512,Advertising restrictions at cinemas,EN,SA
SA_0000001513_ARCHIVED,Advertising restrictions on billboards,EN,SA
SA_0000001516,Restrictions on product placement on national television,EN,SA
RADON_Q601,Existence of official protocols for radon measurements,EN,RADON
SA_0000001521,Random breath testing (RBT) use,EN,SA
SA_0000001523_ARCHIVED,"Prices for alcoholic beverages (average, US$)",EN,SA
SA_0000001526,Off-premise sales restrictions on hours,EN,SA
RADON_Q802,Inclusion of radon measurements in property transactions,EN,RADON
Rev_excise,Annual tax revenues - total excise (specific and ad valorem),EN,Rev
Rev_year,Annual tax revenues - year,EN,Rev
GOE_Q199,Insufficient incentives for data sharing,EN,GOE
SA_0000001724,National guidelines for implementing effective community-based interventions,EN,SA
RS_210,Applicability of seat-belt law to all occupants,EN,RS
RS_213,Existence of a national child-restraint law,EN,RS
RS_219,Applicability of national motorcycle helmet law to all occupants,EN,RS
RS_223_BIS,Law requires helmet to be fastened,EN,RS
RS_229,Availability of funding for national road safety strategy,EN,RS
GOE_Q182,Policy or strategy makes specific reference tothe use of social media in the health domain,EN,GOE
RADON_Q604,Authorization/accreditation required for official radon measurement providers,EN,RADON
RADON_Q803,Inclusion of radon in national cancer control strategy,EN,RADON
Rev_imp_other,Annual tax revenues - import duties and all other taxes (excluding corporate taxes on tobacco companies),EN,Rev
Rev_type,Annual tax revenues - tobacco products included,EN,Rev
SA_0000001724_ARCHIVED,National guidelines for implementing effective community-based interventions,EN,SA
SA_0000001725,National alcohol policy specifically involves young people activities,EN,SA
SA_0000001732_ARCHIVED,New types of alcoholic beverages emerging,EN,SA
SA_0000001733,"Consumer information about calories, additives, etc on containers",EN,SA
RADON_Q801,Existence of national radon risk communication strategy,EN,RADON
GOE_Q196,Country has  national policy or strategy regulating the use of big data in the health sector,EN,GOE
GOE_Q197,Country has national policy or strategy regulating the use of big data by private companies,EN,GOE
GOE_Q200,Capacity building required for new skills,EN,GOE
SA_0000001719,Advertising restrictions on social media,EN,SA
SA_0000001719_ARCHIVED,Advertising restrictions on social media,EN,SA
SA_0000001722,Government support for community action,EN,SA
RHR_IPV,Intimate partner violence prevalence among ever partnered women (%),EN,RHR
RHR_NPSV,Non-partner sexual violence prevalence (%),EN,RHR
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),EN,ROTAC
RS_194,Number of registered vehicles,EN,RS
GOE_Q181,Country has national policy or strategy on the use of social media by government organizations,EN,GOE
RateCS,"Congenital syphilis rate per 100 000 live births, reported",EN,RateCS
Rev_VAT,Annual tax revenues - value added tax (vat) and other sales taxes,EN,Rev
RS_193,Income level,EN,RS
RS_209,Existence of a national seat-belt law,EN,RS
GOE_Q201,Privacy and security laws need to be in place,EN,GOE
GOE_Q202,Research into new analytical methods needs occur to meet the challenges of working with big data,EN,GOE
SA_0000001720_ARCHIVED,Restrictions on product placement in films/movies,EN,SA
SA_0000001722_ARCHIVED,Government support for community action,EN,SA
SA_0000001723_ARCHIVED,Community-based interventions involving stakeholders,EN,SA
SA_0000001725_ARCHIVED,National alcohol policy specifically involves young people activities,EN,SA
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",EN,SA
SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",EN,SA
SA_0000001461_ARCHIVED,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",EN,SA
SA_0000001463,"Alcoholic psychosis, incidence, per 100,000",EN,SA
SA_0000001467,Perceived trend in alcohol-related harm and consequences,EN,SA
SA_0000001470_ARCHIVED,"Alcohol-related road traffic crashes, per 100,000 population",EN,SA
R_afford_gdp,Affordability - percentage of GDP per capita required to purchase 2000 cigarettes of the most sold brand,EN,R
R_Curr_lowest_cost,Cheapest brand of cigarettes - currency reported,EN,R
R_excise_min_specific,Tax structure: Minimum specific tax applied in ad valorem or mixed excise regime,EN,R
R_excise_proportion,Tax structure: Excise tax proportion of price,EN,R
R_Group,Raising taxes on tobacco,EN,R
R_imp_duty_average,Average - taxes as a % of cigarette price - import duties,EN,R
R_imp_duty_estimate,Most sold brand of cigarettes - taxes as a % of price - import duties,EN,R
R_Other_estimate,Most sold brand of cigarettes - taxes as a % of price - other taxes,EN,R
R_Price_premium_ppp,Premium brand of cigarettes - price in international dollars,EN,R
GOE_Q133,Lack of funding,EN,GOE
GOE_Q135,Lack of evidence that eLearning is effective,EN,GOE
GOE_Q137,Lack of demand for eLearning programmes,EN,GOE
GOE_Q140,Competing educational priorities,EN,GOE
GOE_Q159,Lack of legislation or regulations covering use of EHR,EN,GOE
GOE_Q162,Competing health system priorities,EN,GOE
GOE_Q170,To protect privacy of personally identifiable data of individuals irrespective of whether it is paper or digital format,EN,GOE
